question,category,sub_intent
헬스프로그래밍 1학년 1학기 맞아?,수강 신청,과목정보_헬스프로그래밍
의학용어 몇 학점이야?,수강 신청,과목정보_의학용어
의학용어 과목 정보 알려줘,수강 신청,과목정보_의학용어
의학용어 몇 학년 과목이야?,수강 신청,과목정보_의학용어
의학용어 전필이야 전선이야?,수강 신청,과목정보_의학용어
의학용어 성적 방식이 뭐야?,수강 신청,과목정보_의학용어
의학용어 P/F야 GRADE야?,수강 신청,과목정보_의학용어
의학용어 실습 있어?,수강 신청,과목정보_의학용어
의학용어 이론 몇 시간이야?,수강 신청,과목정보_의학용어
의학용어 과목코드가 뭐야?,수강 신청,과목정보_의학용어
의학용어 1학년 1학기 맞아?,수강 신청,과목정보_의학용어
의료IT와비즈니스 몇 학점이야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 과목 정보 알려줘,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 몇 학년 과목이야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 전필이야 전선이야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 성적 방식이 뭐야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 P/F야 GRADE야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 실습 있어?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 이론 몇 시간이야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 과목코드가 뭐야?,수강 신청,과목정보_의료IT와비즈니스
의료IT와비즈니스 1학년 1학기 맞아?,수강 신청,과목정보_의료IT와비즈니스
보건통계학 몇 학점이야?,수강 신청,과목정보_보건통계학
보건통계학 과목 정보 알려줘,수강 신청,과목정보_보건통계학
보건통계학 몇 학년 과목이야?,수강 신청,과목정보_보건통계학
보건통계학 전필이야 전선이야?,수강 신청,과목정보_보건통계학
보건통계학 성적 방식이 뭐야?,수강 신청,과목정보_보건통계학
보건통계학 P/F야 GRADE야?,수강 신청,과목정보_보건통계학
보건통계학 실습 있어?,수강 신청,과목정보_보건통계학
보건통계학 이론 몇 시간이야?,수강 신청,과목정보_보건통계학
보건통계학 과목코드가 뭐야?,수강 신청,과목정보_보건통계학
보건통계학 1학년 1학기 맞아?,수강 신청,과목정보_보건통계학
IT마케팅개론 몇 학점이야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 과목 정보 알려줘,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 몇 학년 과목이야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 전필이야 전선이야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 성적 방식이 뭐야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 P/F야 GRADE야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 실습 있어?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 이론 몇 시간이야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 과목코드가 뭐야?,수강 신청,과목정보_IT마케팅개론
IT마케팅개론 1학년 2학기 맞아?,수강 신청,과목정보_IT마케팅개론
데이터과학 몇 학점이야?,수강 신청,과목정보_데이터과학
데이터과학 과목 정보 알려줘,수강 신청,과목정보_데이터과학
데이터과학 몇 학년 과목이야?,수강 신청,과목정보_데이터과학
데이터과학 전필이야 전선이야?,수강 신청,과목정보_데이터과학
데이터과학 성적 방식이 뭐야?,수강 신청,과목정보_데이터과학
데이터과학 P/F야 GRADE야?,수강 신청,과목정보_데이터과학
데이터과학 실습 있어?,수강 신청,과목정보_데이터과학
데이터과학 이론 몇 시간이야?,수강 신청,과목정보_데이터과학
데이터과학 과목코드가 뭐야?,수강 신청,과목정보_데이터과학
데이터과학 1학년 2학기 맞아?,수강 신청,과목정보_데이터과학
C/S기초 몇 학점이야?,수강 신청,과목정보_C/S기초
C/S기초 과목 정보 알려줘,수강 신청,과목정보_C/S기초
C/S기초 몇 학년 과목이야?,수강 신청,과목정보_C/S기초
C/S기초 전필이야 전선이야?,수강 신청,과목정보_C/S기초
C/S기초 성적 방식이 뭐야?,수강 신청,과목정보_C/S기초
C/S기초 P/F야 GRADE야?,수강 신청,과목정보_C/S기초
C/S기초 실습 있어?,수강 신청,과목정보_C/S기초
C/S기초 이론 몇 시간이야?,수강 신청,과목정보_C/S기초
C/S기초 과목코드가 뭐야?,수강 신청,과목정보_C/S기초
C/S기초 2학년 1학기 맞아?,수강 신청,과목정보_C/S기초
C언어 몇 학점이야?,수강 신청,과목정보_C언어
C언어 과목 정보 알려줘,수강 신청,과목정보_C언어
C언어 몇 학년 과목이야?,수강 신청,과목정보_C언어
C언어 전필이야 전선이야?,수강 신청,과목정보_C언어
C언어 성적 방식이 뭐야?,수강 신청,과목정보_C언어
C언어 P/F야 GRADE야?,수강 신청,과목정보_C언어
C언어 실습 있어?,수강 신청,과목정보_C언어
C언어 이론 몇 시간이야?,수강 신청,과목정보_C언어
C언어 과목코드가 뭐야?,수강 신청,과목정보_C언어
C언어 2학년 1학기 맞아?,수강 신청,과목정보_C언어
아이디어창업및응용 몇 학점이야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 과목 정보 알려줘,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 몇 학년 과목이야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 전필이야 전선이야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 성적 방식이 뭐야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 P/F야 GRADE야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 실습 있어?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 이론 몇 시간이야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 과목코드가 뭐야?,수강 신청,과목정보_아이디어창업및응용
아이디어창업및응용 2학년 2학기 맞아?,수강 신청,과목정보_아이디어창업및응용
자료구조 몇 학점이야?,수강 신청,과목정보_자료구조
자료구조 과목 정보 알려줘,수강 신청,과목정보_자료구조
자료구조 몇 학년 과목이야?,수강 신청,과목정보_자료구조
자료구조 전필이야 전선이야?,수강 신청,과목정보_자료구조
자료구조 성적 방식이 뭐야?,수강 신청,과목정보_자료구조
자료구조 P/F야 GRADE야?,수강 신청,과목정보_자료구조
자료구조 실습 있어?,수강 신청,과목정보_자료구조
자료구조 이론 몇 시간이야?,수강 신청,과목정보_자료구조
자료구조 과목코드가 뭐야?,수강 신청,과목정보_자료구조
자료구조 2학년 1학기 맞아?,수강 신청,과목정보_자료구조
디지털공학 몇 학점이야?,수강 신청,과목정보_디지털공학
디지털공학 과목 정보 알려줘,수강 신청,과목정보_디지털공학
디지털공학 몇 학년 과목이야?,수강 신청,과목정보_디지털공학
디지털공학 전필이야 전선이야?,수강 신청,과목정보_디지털공학
디지털공학 성적 방식이 뭐야?,수강 신청,과목정보_디지털공학
디지털공학 P/F야 GRADE야?,수강 신청,과목정보_디지털공학
디지털공학 실습 있어?,수강 신청,과목정보_디지털공학
디지털공학 이론 몇 시간이야?,수강 신청,과목정보_디지털공학
디지털공학 과목코드가 뭐야?,수강 신청,과목정보_디지털공학
디지털공학 2학년 1학기 맞아?,수강 신청,과목정보_디지털공학
데이터통신 몇 학점이야?,수강 신청,과목정보_데이터통신
데이터통신 과목 정보 알려줘,수강 신청,과목정보_데이터통신
데이터통신 몇 학년 과목이야?,수강 신청,과목정보_데이터통신
데이터통신 전필이야 전선이야?,수강 신청,과목정보_데이터통신
데이터통신 성적 방식이 뭐야?,수강 신청,과목정보_데이터통신
데이터통신 P/F야 GRADE야?,수강 신청,과목정보_데이터통신
데이터통신 실습 있어?,수강 신청,과목정보_데이터통신
데이터통신 이론 몇 시간이야?,수강 신청,과목정보_데이터통신
데이터통신 과목코드가 뭐야?,수강 신청,과목정보_데이터통신
데이터통신 2학년 1학기 맞아?,수강 신청,과목정보_데이터통신
U-Healthcare개론 몇 학점이야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 과목 정보 알려줘,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 몇 학년 과목이야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 전필이야 전선이야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 성적 방식이 뭐야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 P/F야 GRADE야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 실습 있어?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 이론 몇 시간이야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 과목코드가 뭐야?,수강 신청,과목정보_U-Healthcare개론
U-Healthcare개론 2학년 2학기 맞아?,수강 신청,과목정보_U-Healthcare개론
의료정보학 몇 학점이야?,수강 신청,과목정보_의료정보학
의료정보학 과목 정보 알려줘,수강 신청,과목정보_의료정보학
의료정보학 몇 학년 과목이야?,수강 신청,과목정보_의료정보학
의료정보학 전필이야 전선이야?,수강 신청,과목정보_의료정보학
의료정보학 성적 방식이 뭐야?,수강 신청,과목정보_의료정보학
의료정보학 P/F야 GRADE야?,수강 신청,과목정보_의료정보학
의료정보학 실습 있어?,수강 신청,과목정보_의료정보학
의료정보학 이론 몇 시간이야?,수강 신청,과목정보_의료정보학
의료정보학 과목코드가 뭐야?,수강 신청,과목정보_의료정보학
의료정보학 2학년 2학기 맞아?,수강 신청,과목정보_의료정보학
IoT입문 몇 학점이야?,수강 신청,과목정보_IoT입문
IoT입문 과목 정보 알려줘,수강 신청,과목정보_IoT입문
IoT입문 몇 학년 과목이야?,수강 신청,과목정보_IoT입문
IoT입문 전필이야 전선이야?,수강 신청,과목정보_IoT입문
IoT입문 성적 방식이 뭐야?,수강 신청,과목정보_IoT입문
IoT입문 P/F야 GRADE야?,수강 신청,과목정보_IoT입문
IoT입문 실습 있어?,수강 신청,과목정보_IoT입문
IoT입문 이론 몇 시간이야?,수강 신청,과목정보_IoT입문
IoT입문 과목코드가 뭐야?,수강 신청,과목정보_IoT입문
IoT입문 2학년 2학기 맞아?,수강 신청,과목정보_IoT입문
데이터베이스 몇 학점이야?,수강 신청,과목정보_데이터베이스
데이터베이스 과목 정보 알려줘,수강 신청,과목정보_데이터베이스
데이터베이스 몇 학년 과목이야?,수강 신청,과목정보_데이터베이스
데이터베이스 전필이야 전선이야?,수강 신청,과목정보_데이터베이스
데이터베이스 성적 방식이 뭐야?,수강 신청,과목정보_데이터베이스
데이터베이스 P/F야 GRADE야?,수강 신청,과목정보_데이터베이스
데이터베이스 실습 있어?,수강 신청,과목정보_데이터베이스
데이터베이스 이론 몇 시간이야?,수강 신청,과목정보_데이터베이스
데이터베이스 과목코드가 뭐야?,수강 신청,과목정보_데이터베이스
데이터베이스 2학년 2학기 맞아?,수강 신청,과목정보_데이터베이스
조사방법론 몇 학점이야?,수강 신청,과목정보_조사방법론
조사방법론 과목 정보 알려줘,수강 신청,과목정보_조사방법론
